date,station_code,station_name,car,bus,city
2015-07-01,13,순천만,1532,65,순천
2015-07-01,101,서울,86432,3519,서울
2015-07-01,127,서대구,33348,1947,대구
2015-07-01,129,북대구,27370,993,대구
2015-07-01,133,건천,2125,136,경주
2015-07-01,135,경주,13081,990,경주
2015-07-01,140,부산,26490,1290,부산
2015-07-01,146,동창원,9432,550,창원
2015-07-01,150,북부산,29795,697,부산
2015-07-01,158,전주,5732,334,전주
2015-07-01,159,서전주,4310,260,전주
2015-07-01,167,광주,13560,679,광주
2015-07-01,174,춘천,10129,439,춘천
2015-07-01,179,홍천,4594,184,홍천
2015-07-01,181,새말,2636,165,횡성
2015-07-01,182,둔내,1342,75,횡성
2015-07-01,183,면온,744,34,평창
2015-07-01,186,속사,473,22,평창
2015-07-01,187,진부,1748,71,평창
2015-07-01,189,강릉,6377,260,강릉
2015-07-01,190,동서울,50380,3618,서울
2015-07-01,216,횡성,2461,149,횡성
2015-07-01,227,군산,3423,208,군산
2015-07-01,228,동군산,3075,176,군산
2015-07-01,244,서부산,23630,946,부산
2015-07-01,253,서서울,83670,4399,서울
2015-07-01,261,동광주,14510,581,광주
2015-07-01,270,서순천,2345,92,순천
2015-07-01,271,순천,7807,341,순천
2015-07-01,272,광양,3865,194,광양
2015-07-01,273,동광양,2136,69,광양
2015-07-01,275,옥곡,2435,107,광양
2015-07-01,276,진월,1175,50,광양
2015-07-01,294,북창원,4515,188,창원
2015-07-01,509,목포,10684,440,목포
2015-07-01,510,양양,871,34,양양
2015-07-01,515,북통영,2137,69,통영
2015-07-01,516,통영,7077,331,통영
2015-07-01,517,양평,2595,144,양평
2015-07-01,519,남대구,22184,1081,대구
2015-07-01,553,동광산,13159,352,광주
2015-07-01,554,동홍천,4741,111,홍천
2015-07-01,556,동순천,2757,115,순천
2015-07-01,557,황전,926,34,순천
2015-07-01,569,북광주,4898,510,광주
2015-07-01,580,북강릉,2257,101,강릉
2015-07-01,581,옥계,785,49,속초
2015-07-01,582,망상,1615,67,속초
2015-07-01,584,남강릉,1688,168,강릉
2015-07-01,585,하조대,1929,88,양양
2015-07-01,590,동전주,2333,58,전주
2015-07-01,987,남순천,5908,235,순천
2015-07-02,13,순천만,1643,81,순천
2015-07-02,101,서울,87426,3572,서울
2015-07-02,127,서대구,33800,2005,대구
2015-07-02,129,북대구,28099,1043,대구
2015-07-02,133,건천,2184,172,경주
2015-07-02,135,경주,13919,901,경주
2015-07-02,140,부산,27139,1280,부산
2015-07-02,146,동창원,9583,598,창원
2015-07-02,150,북부산,30303,750,부산
2015-07-02,158,전주,6131,351,전주
2015-07-02,159,서전주,4503,265,전주
2015-07-02,167,광주,14432,750,광주
2015-07-02,174,춘천,10675,385,춘천
2015-07-02,179,홍천,4591,181,홍천
2015-07-02,181,새말,2825,156,횡성
2015-07-02,182,둔내,1380,67,횡성
2015-07-02,183,면온,772,23,평창
2015-07-02,186,속사,558,31,평창
2015-07-02,187,진부,1857,85,평창
2015-07-02,189,강릉,6882,273,강릉
2015-07-02,190,동서울,51689,3645,서울
2015-07-02,216,횡성,2650,135,횡성
2015-07-02,227,군산,3682,213,군산
2015-07-02,228,동군산,3236,197,군산
2015-07-02,244,서부산,23988,1026,부산
2015-07-02,253,서서울,86639,4460,서울
2015-07-02,261,동광주,15546,617,광주
2015-07-02,270,서순천,2482,100,순천
2015-07-02,271,순천,8289,333,순천
2015-07-02,272,광양,3928,168,광양
2015-07-02,273,동광양,2238,56,광양
2015-07-02,275,옥곡,2595,117,광양
2015-07-02,276,진월,1181,47,광양
2015-07-02,294,북창원,4561,203,창원
2015-07-02,509,목포,11256,493,목포
2015-07-02,510,양양,971,51,양양
2015-07-02,515,북통영,2233,59,통영
2015-07-02,516,통영,7375,355,통영
2015-07-02,517,양평,2793,128,양평
2015-07-02,519,남대구,22136,1109,대구
2015-07-02,553,동광산,13818,364,광주
2015-07-02,554,동홍천,5030,99,홍천
2015-07-02,556,동순천,2921,129,순천
2015-07-02,557,황전,938,35,순천
2015-07-02,569,북광주,5144,412,광주
2015-07-02,580,북강릉,2550,101,강릉
2015-07-02,581,옥계,856,50,속초
2015-07-02,582,망상,1655,69,속초
2015-07-02,584,남강릉,1790,159,강릉
2015-07-02,585,하조대,2028,95,양양
2015-07-02,590,동전주,2463,59,전주
2015-07-02,987,남순천,6256,257,순천
2015-07-03,13,순천만,1824,86,순천
2015-07-03,101,서울,96654,3628,서울
2015-07-03,127,서대구,36812,2004,대구
2015-07-03,129,북대구,30806,1053,대구
2015-07-03,133,건천,2858,163,경주
2015-07-03,135,경주,17914,911,경주
2015-07-03,140,부산,29856,1315,부산
2015-07-03,146,동창원,10610,557,창원
2015-07-03,150,북부산,32192,756,부산
2015-07-03,158,전주,7526,328,전주
2015-07-03,159,서전주,5491,278,전주
2015-07-03,167,광주,16604,745,광주
2015-07-03,174,춘천,12483,391,춘천
2015-07-03,179,홍천,5413,187,홍천
2015-07-03,181,새말,3570,147,횡성
2015-07-03,182,둔내,1660,65,횡성
2015-07-03,183,면온,999,22,평창
2015-07-03,186,속사,687,25,평창
2015-07-03,187,진부,2249,84,평창
2015-07-03,189,강릉,8385,266,강릉
2015-07-03,190,동서울,63065,3692,서울
2015-07-03,216,횡성,3447,144,횡성
2015-07-03,227,군산,5108,207,군산
2015-07-03,228,동군산,4063,193,군산
2015-07-03,244,서부산,26730,1008,부산
2015-07-03,253,서서울,96626,4357,서울
2015-07-03,261,동광주,17046,641,광주
2015-07-03,270,서순천,2813,128,순천
2015-07-03,271,순천,9952,333,순천
2015-07-03,272,광양,4998,189,광양
2015-07-03,273,동광양,2791,65,광양
2015-07-03,275,옥곡,3231,104,광양
2015-07-03,276,진월,1508,51,광양
2015-07-03,294,북창원,5092,221,창원
2015-07-03,509,목포,13570,533,목포
2015-07-03,510,양양,1267,42,양양
2015-07-03,515,북통영,2659,76,통영
2015-07-03,516,통영,10159,348,통영
2015-07-03,517,양평,3278,146,양평
2015-07-03,519,남대구,23782,1220,대구
2015-07-03,553,동광산,14711,385,광주
2015-07-03,554,동홍천,6509,122,홍천
2015-07-03,556,동순천,3935,120,순천
2015-07-03,557,황전,1077,45,순천
2015-07-03,569,북광주,5917,476,광주
2015-07-03,580,북강릉,2944,116,강릉
2015-07-03,581,옥계,952,53,속초
2015-07-03,582,망상,1991,70,속초
2015-07-03,584,남강릉,1975,190,강릉
2015-07-03,585,하조대,2532,87,양양
2015-07-03,590,동전주,2872,62,전주
2015-07-03,987,남순천,7596,252,순천
2015-07-04,13,순천만,2175,63,순천
2015-07-04,101,서울,102846,2184,서울
2015-07-04,127,서대구,41506,1227,대구
2015-07-04,129,북대구,31965,658,대구
2015-07-04,133,건천,3112,103,경주
2015-07-04,135,경주,25662,476,경주
2015-07-04,140,부산,33944,873,부산
2015-07-04,146,동창원,10560,316,창원
2015-07-04,150,북부산,35218,459,부산
2015-07-04,158,전주,8705,205,전주
2015-07-04,159,서전주,5735,189,전주
2015-07-04,167,광주,20215,486,광주
2015-07-04,174,춘천,15436,257,춘천
2015-07-04,179,홍천,6171,124,홍천
2015-07-04,181,새말,5148,103,횡성
2015-07-04,182,둔내,2172,48,횡성
2015-07-04,183,면온,1606,23,평창
2015-07-04,186,속사,754,17,평창
2015-07-04,187,진부,2966,61,평창
2015-07-04,189,강릉,10369,195,강릉
2015-07-04,190,동서울,69608,1971,서울
2015-07-04,216,횡성,3684,80,횡성
2015-07-04,227,군산,6936,109,군산
2015-07-04,228,동군산,6011,126,군산
2015-07-04,244,서부산,31111,487,부산
2015-07-04,253,서서울,99132,2349,서울
2015-07-04,261,동광주,22712,401,광주
2015-07-04,270,서순천,2880,59,순천
2015-07-04,271,순천,11763,214,순천
2015-07-04,272,광양,5844,123,광양
2015-07-04,273,동광양,2777,36,광양
2015-07-04,275,옥곡,3686,54,광양
2015-07-04,276,진월,1183,27,광양
2015-07-04,294,북창원,5340,122,창원
2015-07-04,509,목포,15487,415,목포
2015-07-04,510,양양,1557,28,양양
2015-07-04,515,북통영,3391,52,통영
2015-07-04,516,통영,13565,246,통영
2015-07-04,517,양평,4210,79,양평
2015-07-04,519,남대구,26157,693,대구
2015-07-04,553,동광산,17982,271,광주
2015-07-04,554,동홍천,10700,87,홍천
2015-07-04,556,동순천,5108,70,순천
2015-07-04,557,황전,1439,21,순천
2015-07-04,569,북광주,6803,306,광주
2015-07-04,580,북강릉,4503,79,강릉
2015-07-04,581,옥계,1174,28,속초
2015-07-04,582,망상,2427,57,속초
2015-07-04,584,남강릉,2098,112,강릉
2015-07-04,585,하조대,3687,82,양양
2015-07-04,590,동전주,4382,39,전주
2015-07-04,987,남순천,10072,200,순천
2015-07-05,13,순천만,2133,20,순천
2015-07-05,101,서울,86275,1148,서울
2015-07-05,127,서대구,36023,397,대구
2015-07-05,129,북대구,27332,242,대구
2015-07-05,133,건천,3765,39,경주
2015-07-05,135,경주,27811,223,경주
2015-07-05,140,부산,30145,398,부산
2015-07-05,146,동창원,8848,127,창원
2015-07-05,150,북부산,31115,222,부산
2015-07-05,158,전주,8460,87,전주
2015-07-05,159,서전주,5357,86,전주
2015-07-05,167,광주,19845,187,광주
2015-07-05,174,춘천,13890,130,춘천
2015-07-05,179,홍천,6480,56,홍천
2015-07-05,181,새말,5648,75,횡성
2015-07-05,182,둔내,4821,38,횡성
2015-07-05,183,면온,5904,26,평창
2015-07-05,186,속사,1283,30,평창
2015-07-05,187,진부,3281,41,평창
2015-07-05,189,강릉,11749,100,강릉
2015-07-05,190,동서울,51090,987,서울
2015-07-05,216,횡성,4293,44,횡성
2015-07-05,227,군산,6964,44,군산
2015-07-05,228,동군산,5527,45,군산
2015-07-05,244,서부산,30043,232,부산
2015-07-05,253,서서울,82930,1031,서울
2015-07-05,261,동광주,20112,177,광주
2015-07-05,270,서순천,2652,29,순천
2015-07-05,271,순천,10809,80,순천
2015-07-05,272,광양,6832,69,광양
2015-07-05,273,동광양,2369,16,광양
2015-07-05,275,옥곡,3900,50,광양
2015-07-05,276,진월,1212,16,광양
2015-07-05,294,북창원,4471,43,창원
2015-07-05,509,목포,14688,182,목포
2015-07-05,510,양양,1858,10,양양
2015-07-05,515,북통영,3575,25,통영
2015-07-05,516,통영,13638,122,통영
2015-07-05,517,양평,3617,39,양평
2015-07-05,519,남대구,22238,283,대구
2015-07-05,553,동광산,15264,102,광주
2015-07-05,554,동홍천,16184,64,홍천
2015-07-05,556,동순천,6120,55,순천
2015-07-05,557,황전,1797,23,순천
2015-07-05,569,북광주,5808,124,광주
2015-07-05,580,북강릉,5229,35,강릉
2015-07-05,581,옥계,1333,15,속초
2015-07-05,582,망상,2781,28,속초
2015-07-05,584,남강릉,1963,36,강릉
2015-07-05,585,하조대,4421,25,양양
2015-07-05,590,동전주,4481,19,전주
2015-07-05,987,남순천,8279,107,순천
2015-07-06,13,순천만,1719,76,순천
2015-07-06,101,서울,90020,3227,서울
2015-07-06,127,서대구,35973,1831,대구
2015-07-06,129,북대구,29627,1023,대구
2015-07-06,133,건천,2130,152,경주
2015-07-06,135,경주,15002,947,경주
2015-07-06,140,부산,28537,1249,부산
2015-07-06,146,동창원,9882,604,창원
2015-07-06,150,북부산,31115,684,부산
2015-07-06,158,전주,6442,319,전주
2015-07-06,159,서전주,4561,243,전주
2015-07-06,167,광주,15911,679,광주
2015-07-06,174,춘천,11691,364,춘천
2015-07-06,179,홍천,4693,172,홍천
2015-07-06,181,새말,3118,132,횡성
2015-07-06,182,둔내,1538,68,횡성
2015-07-06,183,면온,929,24,평창
2015-07-06,186,속사,514,27,평창
2015-07-06,187,진부,1986,81,평창
2015-07-06,189,강릉,7510,241,강릉
2015-07-06,190,동서울,56501,3455,서울
2015-07-06,216,횡성,2839,124,횡성
2015-07-06,227,군산,4014,197,군산
2015-07-06,228,동군산,3507,167,군산
2015-07-06,244,서부산,26143,987,부산
2015-07-06,253,서서울,92248,4241,서울
2015-07-06,261,동광주,16511,579,광주
2015-07-06,270,서순천,2461,81,순천
2015-07-06,271,순천,8424,313,순천
2015-07-06,272,광양,4291,175,광양
2015-07-06,273,동광양,2219,59,광양
2015-07-06,275,옥곡,2598,91,광양
2015-07-06,276,진월,1272,44,광양
2015-07-06,294,북창원,4590,207,창원
2015-07-06,509,목포,10917,498,목포
2015-07-06,510,양양,1001,59,양양
2015-07-06,515,북통영,2334,81,통영
2015-07-06,516,통영,7547,358,통영
2015-07-06,517,양평,3079,139,양평
2015-07-06,519,남대구,23370,1101,대구
2015-07-06,553,동광산,14401,366,광주
2015-07-06,554,동홍천,6419,98,홍천
2015-07-06,556,동순천,3353,122,순천
2015-07-06,557,황전,1007,32,순천
2015-07-06,569,북광주,5780,491,광주
2015-07-06,580,북강릉,2746,92,강릉
2015-07-06,581,옥계,888,38,속초
2015-07-06,582,망상,1731,64,속초
2015-07-06,584,남강릉,1827,175,강릉
2015-07-06,585,하조대,2198,97,양양
2015-07-06,590,동전주,2662,56,전주
2015-07-06,987,남순천,7129,252,순천
2015-07-07,13,순천만,1394,53,순천
2015-07-07,101,서울,85244,3424,서울
2015-07-07,127,서대구,33022,1882,대구
2015-07-07,129,북대구,27090,996,대구
2015-07-07,133,건천,2081,163,경주
2015-07-07,135,경주,13071,860,경주
2015-07-07,140,부산,24906,1161,부산
2015-07-07,146,동창원,8706,499,창원
2015-07-07,150,북부산,27744,591,부산
2015-07-07,158,전주,5545,321,전주
2015-07-07,159,서전주,4161,253,전주
2015-07-07,167,광주,13302,665,광주
2015-07-07,174,춘천,11085,386,춘천
2015-07-07,179,홍천,4510,185,홍천
2015-07-07,181,새말,2727,146,횡성
2015-07-07,182,둔내,1422,71,횡성
2015-07-07,183,면온,881,27,평창
2015-07-07,186,속사,527,23,평창
2015-07-07,187,진부,1990,102,평창
2015-07-07,189,강릉,7016,290,강릉
2015-07-07,190,동서울,51324,3774,서울
2015-07-07,216,횡성,2660,154,횡성
2015-07-07,227,군산,3539,204,군산
2015-07-07,228,동군산,2997,187,군산
2015-07-07,244,서부산,22314,926,부산
2015-07-07,253,서서울,85391,4600,서울
2015-07-07,261,동광주,13892,497,광주
2015-07-07,270,서순천,2200,89,순천
2015-07-07,271,순천,7301,296,순천
2015-07-07,272,광양,3697,168,광양
2015-07-07,273,동광양,2036,51,광양
2015-07-07,275,옥곡,2264,94,광양
2015-07-07,276,진월,1045,36,광양
2015-07-07,294,북창원,4174,204,창원
2015-07-07,509,목포,10155,419,목포
2015-07-07,510,양양,959,45,양양
2015-07-07,515,북통영,2084,53,통영
2015-07-07,516,통영,6835,293,통영
2015-07-07,517,양평,2617,147,양평
2015-07-07,519,남대구,20747,1076,대구
2015-07-07,553,동광산,12317,320,광주
2015-07-07,554,동홍천,5518,110,홍천
2015-07-07,556,동순천,2704,122,순천
2015-07-07,557,황전,893,32,순천
2015-07-07,569,북광주,4486,442,광주
2015-07-07,580,북강릉,2498,92,강릉
2015-07-07,581,옥계,927,62,속초
2015-07-07,582,망상,1726,66,속초
2015-07-07,584,남강릉,1731,152,강릉
2015-07-07,585,하조대,2174,94,양양
2015-07-07,590,동전주,2257,65,전주
2015-07-07,987,남순천,5514,181,순천
2015-07-08,13,순천만,1384,54,순천
2015-07-08,101,서울,84430,3228,서울
2015-07-08,127,서대구,31878,1654,대구
2015-07-08,129,북대구,26432,873,대구
2015-07-08,133,건천,1968,142,경주
2015-07-08,135,경주,11228,777,경주
2015-07-08,140,부산,24262,1127,부산
2015-07-08,146,동창원,8806,474,창원
2015-07-08,150,북부산,27497,631,부산
2015-07-08,158,전주,5757,270,전주
2015-07-08,159,서전주,4234,255,전주
2015-07-08,167,광주,13573,629,광주
2015-07-08,174,춘천,10372,383,춘천
2015-07-08,179,홍천,4555,179,홍천
2015-07-08,181,새말,2649,131,횡성
2015-07-08,182,둔내,1389,65,횡성
2015-07-08,183,면온,822,26,평창
2015-07-08,186,속사,441,23,평창
2015-07-08,187,진부,1665,62,평창
2015-07-08,189,강릉,6749,217,강릉
2015-07-08,190,동서울,49212,3423,서울
2015-07-08,216,횡성,2555,127,횡성
2015-07-08,227,군산,3321,181,군산
2015-07-08,228,동군산,2807,162,군산
2015-07-08,244,서부산,21976,800,부산
2015-07-08,253,서서울,84994,4222,서울
2015-07-08,261,동광주,13813,487,광주
2015-07-08,270,서순천,2208,77,순천
2015-07-08,271,순천,7664,279,순천
2015-07-08,272,광양,3611,144,광양
2015-07-08,273,동광양,2094,52,광양
2015-07-08,275,옥곡,2182,82,광양
2015-07-08,276,진월,1050,36,광양
2015-07-08,294,북창원,4082,188,창원
2015-07-08,509,목포,10257,413,목포
2015-07-08,510,양양,857,42,양양
2015-07-08,515,북통영,1918,57,통영
2015-07-08,516,통영,6415,264,통영
2015-07-08,517,양평,2517,127,양평
2015-07-08,519,남대구,20548,924,대구
2015-07-08,553,동광산,12415,319,광주
2015-07-08,554,동홍천,5218,118,홍천
2015-07-08,556,동순천,2654,113,순천
2015-07-08,557,황전,876,31,순천
2015-07-08,569,북광주,4608,414,광주
2015-07-08,580,북강릉,2362,89,강릉
2015-07-08,581,옥계,733,42,속초
2015-07-08,582,망상,1564,67,속초
2015-07-08,584,남강릉,1668,136,강릉
2015-07-08,585,하조대,2016,94,양양
2015-07-08,590,동전주,2300,48,전주
2015-07-08,987,남순천,5415,177,순천
2015-07-09,13,순천만,1582,72,순천
2015-07-09,101,서울,85534,3238,서울
2015-07-09,127,서대구,31921,1709,대구
2015-07-09,129,북대구,25478,932,대구
2015-07-09,133,건천,1917,139,경주
2015-07-09,135,경주,12670,808,경주
2015-07-09,140,부산,26454,1193,부산
2015-07-09,146,동창원,9433,544,창원
2015-07-09,150,북부산,29446,672,부산
2015-07-09,158,전주,6007,320,전주
2015-07-09,159,서전주,4374,258,전주
2015-07-09,167,광주,14383,642,광주
2015-07-09,174,춘천,10776,375,춘천
2015-07-09,179,홍천,4580,170,홍천
2015-07-09,181,새말,2820,152,횡성
2015-07-09,182,둔내,1489,69,횡성
2015-07-09,183,면온,830,35,평창
2015-07-09,186,속사,466,29,평창
2015-07-09,187,진부,1719,84,평창
2015-07-09,189,강릉,6890,273,강릉
2015-07-09,190,동서울,52911,3597,서울
2015-07-09,216,횡성,2744,126,횡성
2015-07-09,227,군산,3799,183,군산
2015-07-09,228,동군산,3062,172,군산
2015-07-09,244,서부산,24177,937,부산
2015-07-09,253,서서울,86820,4290,서울
2015-07-09,261,동광주,14798,545,광주
2015-07-09,270,서순천,2283,91,순천
2015-07-09,271,순천,8128,297,순천
2015-07-09,272,광양,3894,139,광양
2015-07-09,273,동광양,2206,57,광양
2015-07-09,275,옥곡,2504,104,광양
2015-07-09,276,진월,1219,42,광양
2015-07-09,294,북창원,4281,188,창원
2015-07-09,509,목포,10306,440,목포
2015-07-09,510,양양,959,56,양양
2015-07-09,515,북통영,2147,64,통영
2015-07-09,516,통영,6595,295,통영
2015-07-09,517,양평,2632,121,양평
2015-07-09,519,남대구,20397,1007,대구
2015-07-09,553,동광산,13178,337,광주
2015-07-09,554,동홍천,5232,101,홍천
2015-07-09,556,동순천,2786,135,순천
2015-07-09,557,황전,917,30,순천
2015-07-09,569,북광주,5008,473,광주
2015-07-09,580,북강릉,2566,82,강릉
2015-07-09,581,옥계,820,48,속초
2015-07-09,582,망상,1701,71,속초
2015-07-09,584,남강릉,1683,149,강릉
2015-07-09,585,하조대,2100,103,양양
2015-07-09,590,동전주,2381,56,전주
2015-07-09,987,남순천,5958,242,순천
2015-07-10,13,순천만,1804,77,순천
2015-07-10,101,서울,97933,3516,서울
2015-07-10,127,서대구,36596,2001,대구
2015-07-10,129,북대구,31292,1097,대구
2015-07-10,133,건천,2979,149,경주
2015-07-10,135,경주,18005,1005,경주
2015-07-10,140,부산,30242,1329,부산
2015-07-10,146,동창원,10824,612,창원
2015-07-10,150,북부산,32300,727,부산
2015-07-10,158,전주,7257,326,전주
2015-07-10,159,서전주,5409,281,전주
2015-07-10,167,광주,17508,765,광주
2015-07-10,174,춘천,12802,420,춘천
2015-07-10,179,홍천,5483,175,홍천
2015-07-10,181,새말,3785,156,횡성
2015-07-10,182,둔내,1783,79,횡성
2015-07-10,183,면온,1055,28,평창
2015-07-10,186,속사,602,30,평창
2015-07-10,187,진부,2221,112,평창
2015-07-10,189,강릉,8728,276,강릉
2015-07-10,190,동서울,65341,3731,서울
2015-07-10,216,횡성,3751,172,횡성
2015-07-10,227,군산,5462,221,군산
2015-07-10,228,동군산,4210,191,군산
2015-07-10,244,서부산,26500,999,부산
2015-07-10,253,서서울,96692,4474,서울
2015-07-10,261,동광주,17715,616,광주
2015-07-10,270,서순천,2768,109,순천
2015-07-10,271,순천,10091,340,순천
2015-07-10,272,광양,5110,200,광양
2015-07-10,273,동광양,2962,62,광양
2015-07-10,275,옥곡,3284,107,광양
2015-07-10,276,진월,1498,58,광양
2015-07-10,294,북창원,5041,227,창원
2015-07-10,509,목포,13537,496,목포
2015-07-10,510,양양,1301,44,양양
2015-07-10,515,북통영,2655,76,통영
2015-07-10,516,통영,10347,356,통영
2015-07-10,517,양평,3395,135,양평
2015-07-10,519,남대구,23931,1160,대구
2015-07-10,553,동광산,14552,402,광주
2015-07-10,554,동홍천,6793,117,홍천
2015-07-10,556,동순천,3897,99,순천
2015-07-10,557,황전,1088,30,순천
2015-07-10,569,북광주,6126,473,광주
2015-07-10,580,북강릉,2940,96,강릉
2015-07-10,581,옥계,1019,61,속초
2015-07-10,582,망상,2039,67,속초
2015-07-10,584,남강릉,1942,162,강릉
2015-07-10,585,하조대,2649,102,양양
2015-07-10,590,동전주,3013,54,전주
2015-07-10,987,남순천,7359,245,순천
2015-07-11,13,순천만,2037,44,순천
2015-07-11,101,서울,103323,2087,서울
2015-07-11,127,서대구,41512,1218,대구
2015-07-11,129,북대구,33663,699,대구
2015-07-11,133,건천,3369,94,경주
2015-07-11,135,경주,27019,598,경주
2015-07-11,140,부산,34925,897,부산
2015-07-11,146,동창원,10608,334,창원
2015-07-11,150,북부산,35047,476,부산
2015-07-11,158,전주,8986,183,전주
2015-07-11,159,서전주,5920,175,전주
2015-07-11,167,광주,20313,430,광주
2015-07-11,174,춘천,15938,268,춘천
2015-07-11,179,홍천,6887,105,홍천
2015-07-11,181,새말,5756,122,횡성
2015-07-11,182,둔내,2570,55,횡성
2015-07-11,183,면온,1739,25,평창
2015-07-11,186,속사,857,16,평창
2015-07-11,187,진부,3025,66,평창
2015-07-11,189,강릉,11450,202,강릉
2015-07-11,190,동서울,70465,1966,서울
2015-07-11,216,횡성,4104,95,횡성
2015-07-11,227,군산,7055,113,군산
2015-07-11,228,동군산,5842,108,군산
2015-07-11,244,서부산,30529,497,부산
2015-07-11,253,서서울,98404,2309,서울
2015-07-11,261,동광주,22921,390,광주
2015-07-11,270,서순천,2944,68,순천
2015-07-11,271,순천,11889,215,순천
2015-07-11,272,광양,5850,103,광양
2015-07-11,273,동광양,3006,46,광양
2015-07-11,275,옥곡,3675,60,광양
2015-07-11,276,진월,1192,24,광양
2015-07-11,294,북창원,5232,136,창원
2015-07-11,509,목포,15028,369,목포
2015-07-11,510,양양,1801,31,양양
2015-07-11,515,북통영,3404,56,통영
2015-07-11,516,통영,13744,238,통영
2015-07-11,517,양평,4046,84,양평
2015-07-11,519,남대구,26180,710,대구
2015-07-11,553,동광산,17105,251,광주
2015-07-11,554,동홍천,11520,82,홍천
2015-07-11,556,동순천,5158,61,순천
2015-07-11,557,황전,1441,26,순천
2015-07-11,569,북광주,7024,295,광주
2015-07-11,580,북강릉,4745,62,강릉
2015-07-11,581,옥계,1272,37,속초
2015-07-11,582,망상,2647,44,속초
2015-07-11,584,남강릉,2227,90,강릉
2015-07-11,585,하조대,3868,68,양양
2015-07-11,590,동전주,4524,41,전주
2015-07-11,987,남순천,9235,178,순천
2015-07-12,13,순천만,1364,14,순천
2015-07-12,101,서울,73925,1003,서울
2015-07-12,127,서대구,29198,308,대구
2015-07-12,129,북대구,21746,185,대구
2015-07-12,133,건천,3117,38,경주
2015-07-12,135,경주,23465,201,경주
2015-07-12,140,부산,22852,290,부산
2015-07-12,146,동창원,6545,89,창원
2015-07-12,150,북부산,23869,177,부산
2015-07-12,158,전주,7493,79,전주
2015-07-12,159,서전주,4402,79,전주
2015-07-12,167,광주,16621,134,광주
2015-07-12,174,춘천,12942,122,춘천
2015-07-12,179,홍천,6198,48,홍천
2015-07-12,181,새말,5087,65,횡성
2015-07-12,182,둔내,5010,31,횡성
2015-07-12,183,면온,7115,31,평창
2015-07-12,186,속사,1119,16,평창
2015-07-12,187,진부,3334,33,평창
2015-07-12,189,강릉,10973,87,강릉
2015-07-12,190,동서울,44475,858,서울
2015-07-12,216,횡성,4112,37,횡성
2015-07-12,227,군산,5725,53,군산
2015-07-12,228,동군산,4262,34,군산
2015-07-12,244,서부산,22411,189,부산
2015-07-12,253,서서울,72760,916,서울
2015-07-12,261,동광주,14431,143,광주
2015-07-12,270,서순천,1888,27,순천
2015-07-12,271,순천,7893,58,순천
2015-07-12,272,광양,4604,41,광양
2015-07-12,273,동광양,1673,13,광양
2015-07-12,275,옥곡,2546,29,광양
2015-07-12,276,진월,758,9,광양
2015-07-12,294,북창원,3325,23,창원
2015-07-12,509,목포,9921,84,목포
2015-07-12,510,양양,1713,10,양양
2015-07-12,515,북통영,2275,11,통영
2015-07-12,516,통영,9527,106,통영
2015-07-12,517,양평,2993,29,양평
2015-07-12,519,남대구,16561,192,대구
2015-07-12,553,동광산,10544,76,광주
2015-07-12,554,동홍천,15512,59,홍천
2015-07-12,556,동순천,4672,57,순천
2015-07-12,557,황전,1255,11,순천
2015-07-12,569,북광주,4148,95,광주
2015-07-12,580,북강릉,4520,35,강릉
2015-07-12,581,옥계,1415,24,속초
2015-07-12,582,망상,2689,21,속초
2015-07-12,584,남강릉,1911,23,강릉
2015-07-12,585,하조대,4229,27,양양
2015-07-12,590,동전주,3756,13,전주
2015-07-12,987,남순천,5262,75,순천
2015-07-13,13,순천만,1586,60,순천
2015-07-13,101,서울,83364,2786,서울
2015-07-13,127,서대구,35226,1714,대구
2015-07-13,129,북대구,28724,932,대구
2015-07-13,133,건천,2014,126,경주
2015-07-13,135,경주,14447,801,경주
2015-07-13,140,부산,27840,1190,부산
2015-07-13,146,동창원,9307,486,창원
2015-07-13,150,북부산,29868,610,부산
2015-07-13,158,전주,5979,243,전주
2015-07-13,159,서전주,4273,217,전주
2015-07-13,167,광주,15086,589,광주
2015-07-13,174,춘천,10836,311,춘천
2015-07-13,179,홍천,4326,137,홍천
2015-07-13,181,새말,2984,135,횡성
2015-07-13,182,둔내,1502,63,횡성
2015-07-13,183,면온,936,21,평창
2015-07-13,186,속사,477,15,평창
2015-07-13,187,진부,1785,63,평창
2015-07-13,189,강릉,7119,202,강릉
2015-07-13,190,동서울,52167,3121,서울
2015-07-13,216,횡성,2512,101,횡성
2015-07-13,227,군산,3515,142,군산
2015-07-13,228,동군산,3001,151,군산
2015-07-13,244,서부산,25300,897,부산
2015-07-13,253,서서울,85067,3520,서울
2015-07-13,261,동광주,15534,467,광주
2015-07-13,270,서순천,2157,78,순천
2015-07-13,271,순천,7896,237,순천
2015-07-13,272,광양,3802,130,광양
2015-07-13,273,동광양,2081,53,광양
2015-07-13,275,옥곡,2382,73,광양
2015-07-13,276,진월,1126,47,광양
2015-07-13,294,북창원,4368,173,창원
2015-07-13,509,목포,9985,356,목포
2015-07-13,510,양양,927,33,양양
2015-07-13,515,북통영,1967,58,통영
2015-07-13,516,통영,6714,289,통영
2015-07-13,517,양평,2777,116,양평
2015-07-13,519,남대구,22932,1003,대구
2015-07-13,553,동광산,13442,271,광주
2015-07-13,554,동홍천,5564,69,홍천
2015-07-13,556,동순천,2946,111,순천
2015-07-13,557,황전,976,32,순천
