,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 40,서울경부,서부산(사상),25,28,(주)한일고속,우등
1,08 : 30,서울경부,서부산(사상),2,28,(주)삼화고속,고속
2,10 : 40,서울경부,서부산(사상),26,28,(주)중앙고속,우등
3,14 : 40,서울경부,서부산(사상),22,28,(주)천일고속,우등
4,16 : 30,서울경부,서부산(사상),10,28,금호고속(주),고속
5,19 : 10,서울경부,서부산(사상),20,28,(주)동양고속,우등
6,11 : 30,동서울,서부산(사상),32,45,(주)한일고속,고속
7,15 : 00,동서울,서부산(사상),24,28,금호고속(주),우등
8,10 : 50,수원,서부산(사상),19,28,금호고속(주),우등
9,19 : 10,수원,서부산(사상),25,28,(주)동양고속,우등
10,05 : 30,광주(유·스퀘어),서부산(사상),13,21,금호고속(주),프리미엄
11,06 : 50,광주(유·스퀘어),서부산(사상),9,28,금호고속(주),우등
12,07 : 30,광주(유·스퀘어),서부산(사상),2,28,금호고속(주),우등
13,08 : 01,광주(유·스퀘어),서부산(사상),19,21,금호고속(주),프리미엄
14,08 : 30,광주(유·스퀘어),서부산(사상),2,21,금호고속(주),프리미엄
15,09 : 01,광주(유·스퀘어),서부산(사상),14,21,금호고속(주),프리미엄
16,09 : 10,광주(유·스퀘어),서부산(사상),2,28,금호고속(주),우등
17,09 : 50,광주(유·스퀘어),서부산(사상),12,45,금호고속(주),고속
18,10 : 01,광주(유·스퀘어),서부산(사상),20,28,금호고속(주),우등
19,10 : 20,광주(유·스퀘어),서부산(사상),5,21,금호고속(주),프리미엄
20,11 : 01,광주(유·스퀘어),서부산(사상),20,21,금호고속(주),프리미엄
21,11 : 10,광주(유·스퀘어),서부산(사상),7,28,금호고속(주),우등
22,11 : 40,광주(유·스퀘어),서부산(사상),17,28,금호고속(주),우등
23,12 : 01,광주(유·스퀘어),서부산(사상),27,28,금호고속(주),우등
24,12 : 20,광주(유·스퀘어),서부산(사상),21,28,금호고속(주),우등
25,12 : 51,광주(유·스퀘어),서부산(사상),25,28,금호고속(주),우등
26,13 : 00,광주(유·스퀘어),서부산(사상),10,21,금호고속(주),프리미엄
27,13 : 30,광주(유·스퀘어),서부산(사상),10,21,금호고속(주),프리미엄
28,13 : 51,광주(유·스퀘어),서부산(사상),26,28,금호고속(주),우등
29,14 : 00,광주(유·스퀘어),서부산(사상),16,28,금호고속(주),우등
30,14 : 51,광주(유·스퀘어),서부산(사상),24,28,금호고속(주),우등
31,15 : 00,광주(유·스퀘어),서부산(사상),35,45,금호고속(주),고속
32,15 : 40,광주(유·스퀘어),서부산(사상),10,28,금호고속(주),우등
33,15 : 51,광주(유·스퀘어),서부산(사상),27,28,금호고속(주),우등
34,16 : 20,광주(유·스퀘어),서부산(사상),12,21,금호고속(주),프리미엄
35,16 : 41,광주(유·스퀘어),서부산(사상),25,28,금호고속(주),우등
36,16 : 50,광주(유·스퀘어),서부산(사상),18,28,금호고속(주),우등
37,17 : 30,광주(유·스퀘어),서부산(사상),11,21,금호고속(주),프리미엄
38,17 : 41,광주(유·스퀘어),서부산(사상),27,28,금호고속(주),우등
39,18 : 31,광주(유·스퀘어),서부산(사상),28,28,금호고속(주),우등
40,19 : 00,광주(유·스퀘어),서부산(사상),8,28,금호고속(주),우등
41,19 : 21,광주(유·스퀘어),서부산(사상),24,28,금호고속(주),우등
42,20 : 00,광주(유·스퀘어),서부산(사상),13,28,금호고속(주),우등
43,22 : 00,광주(유·스퀘어),서부산(사상),26,28,금호고속(주),심야우등
44,09 : 10,인천,서부산(사상),16,28,(주)삼화고속,우등
45,18 : 20,인천,서부산(사상),25,28,(주)천일고속,우등
