,time,departure,arrival,remain_seat,total_seat,company,grade
0,00 : 30,광주(유·스퀘어),센트럴시티(서울),20,28,금호고속(주),심야우등
1,03 : 00,광주(유·스퀘어),센트럴시티(서울),3,21,금호고속(주),심야프리미엄
2,04 : 00,광주(유·스퀘어),센트럴시티(서울),9,28,금호고속(주),우등
3,04 : 10,광주(유·스퀘어),센트럴시티(서울),20,28,(주)중앙고속,우등
4,04 : 30,광주(유·스퀘어),센트럴시티(서울),10,28,금호고속(주),우등
5,05 : 00,광주(유·스퀘어),센트럴시티(서울),8,28,금호고속(주),우등
6,05 : 30,광주(유·스퀘어),센트럴시티(서울),17,28,금호고속(주),우등
7,05 : 50,광주(유·스퀘어),센트럴시티(서울),28,45,금호고속(주),고속
8,06 : 10,광주(유·스퀘어),센트럴시티(서울),17,28,금호고속(주),우등
9,06 : 35,광주(유·스퀘어),센트럴시티(서울),14,28,금호고속(주),우등
10,07 : 00,광주(유·스퀘어),센트럴시티(서울),1,21,금호고속(주),프리미엄
11,07 : 15,광주(유·스퀘어),센트럴시티(서울),17,28,금호고속(주),우등
12,07 : 45,광주(유·스퀘어),센트럴시티(서울),22,28,금호고속(주),우등
13,07 : 50,광주(유·스퀘어),센트럴시티(서울),22,45,금호고속(주),고속
14,08 : 10,광주(유·스퀘어),센트럴시티(서울),22,28,금호고속(주),우등
15,08 : 15,광주(유·스퀘어),센트럴시티(서울),25,45,(주)중앙고속,고속
16,08 : 30,광주(유·스퀘어),센트럴시티(서울),7,21,금호고속(주),프리미엄
17,08 : 35,광주(유·스퀘어),센트럴시티(서울),26,28,금호고속(주),우등
18,08 : 45,광주(유·스퀘어),센트럴시티(서울),23,28,(주)중앙고속,우등
19,09 : 00,광주(유·스퀘어),센트럴시티(서울),13,21,(주)중앙고속,프리미엄
20,09 : 10,광주(유·스퀘어),센트럴시티(서울),20,28,금호고속(주),우등
21,09 : 40,광주(유·스퀘어),센트럴시티(서울),19,28,금호고속(주),우등
22,09 : 50,광주(유·스퀘어),센트럴시티(서울),21,45,금호고속(주),고속
23,10 : 00,광주(유·스퀘어),센트럴시티(서울),3,21,금호고속(주),프리미엄
24,10 : 05,광주(유·스퀘어),센트럴시티(서울),22,28,금호고속(주),우등
25,10 : 35,광주(유·스퀘어),센트럴시티(서울),22,28,금호고속(주),우등
26,10 : 40,광주(유·스퀘어),센트럴시티(서울),19,28,(주)중앙고속,우등
27,11 : 05,광주(유·스퀘어),센트럴시티(서울),16,28,금호고속(주),우등
28,11 : 50,광주(유·스퀘어),센트럴시티(서울),39,45,금호고속(주),고속
29,11 : 55,광주(유·스퀘어),센트럴시티(서울),25,28,금호고속(주),우등
30,12 : 00,광주(유·스퀘어),센트럴시티(서울),15,21,금호고속(주),프리미엄
31,12 : 15,광주(유·스퀘어),센트럴시티(서울),42,45,(주)중앙고속,고속
32,12 : 50,광주(유·스퀘어),센트럴시티(서울),23,28,금호고속(주),우등
33,13 : 15,광주(유·스퀘어),센트럴시티(서울),38,45,금호고속(주),고속
34,13 : 30,광주(유·스퀘어),센트럴시티(서울),15,21,금호고속(주),프리미엄
35,13 : 45,광주(유·스퀘어),센트럴시티(서울),30,45,금호고속(주),고속
36,13 : 50,광주(유·스퀘어),센트럴시티(서울),25,28,금호고속(주),우등
37,14 : 00,광주(유·스퀘어),센트럴시티(서울),19,21,(주)중앙고속,프리미엄
38,14 : 35,광주(유·스퀘어),센트럴시티(서울),25,28,금호고속(주),우등
39,14 : 40,광주(유·스퀘어),센트럴시티(서울),28,28,(주)중앙고속,우등
40,15 : 45,광주(유·스퀘어),센트럴시티(서울),23,28,금호고속(주),우등
41,15 : 55,광주(유·스퀘어),센트럴시티(서울),39,45,금호고속(주),고속
42,16 : 00,광주(유·스퀘어),센트럴시티(서울),11,21,금호고속(주),프리미엄
43,16 : 30,광주(유·스퀘어),센트럴시티(서울),19,21,금호고속(주),프리미엄
44,17 : 00,광주(유·스퀘어),센트럴시티(서울),18,21,(주)중앙고속,프리미엄
45,17 : 10,광주(유·스퀘어),센트럴시티(서울),26,28,금호고속(주),우등
46,17 : 20,광주(유·스퀘어),센트럴시티(서울),27,28,(주)중앙고속,우등
